summ_idx,func_idx,func_value
16,4,"(183, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
16,4,"(190, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
16,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
16,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
16,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
16,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
16,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
16,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
16,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
16,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
16,6,"(64, '%let password = password_exposed;\n')"
16,6,"(143, '%let password = password_exposed;\n')"
16,6,"(149, '%let password = password_exposed;\n')"
16,6,"(161, '%let password = password_exposed;\n')"
16,7,0
16,8,17
17,1,"{'create_dt': '2023-06-18T13:56:27.125044', 'modified_dt': '2023-06-18T13:56:27.125044'}"
17,2,118
17,3,11
17,4,"(23, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
17,4,"(29, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
17,4,"(32, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
17,4,"(68, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
17,4,"(71, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
17,4,"(81, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
17,4,"(84, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
17,4,"(88, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
17,4,"(91, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
17,4,"(95, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
17,4,"(99, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
17,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
17,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
17,6,"(38, '%let password = password_exposed;\n')"
17,6,"(44, '%let password = password_exposed;\n')"
17,6,"(64, '%let password = password_exposed;\n')"
17,6,"(67, '%let password = password_exposed;\n')"
17,6,"(104, '%let password = password_exposed;\n')"
17,7,0
17,8,10
18,1,"{'create_dt': '2023-06-18T13:56:27.152705', 'modified_dt': '2023-06-18T13:56:27.152705'}"
18,2,133
18,3,9
18,4,"(16, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
18,4,"(19, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
18,4,"(27, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
18,4,"(31, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
18,4,"(81, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
18,4,"(101, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
18,4,"(110, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
18,4,"(114, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
18,4,"(131, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
18,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
18,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
18,6,"(80, '%let password = password_exposed;\n')"
18,6,"(113, '%let password = password_exposed;\n')"
18,7,0
18,8,9
19,1,"{'create_dt': '2023-06-18T13:56:27.148282', 'modified_dt': '2023-06-18T13:56:27.148282'}"
19,2,104
19,3,8
19,4,"(29, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
19,4,"(32, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
19,4,"(41, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
19,4,"(51, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
19,4,"(54, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
19,4,"(58, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
19,4,"(64, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
19,4,"(81, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
19,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
19,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
19,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
19,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
19,6,"(4, '%let password = password_exposed;\n')"
19,6,"(10, '%let password = password_exposed;\n')"
19,6,"(11, '%let password = password_exposed;\n')"
19,6,"(16, '%let password = password_exposed;\n')"
19,6,"(27, '%let password = password_exposed;\n')"
19,6,"(50, '%let password = password_exposed;\n')"
19,6,"(57, '%let password = password_exposed;\n')"
19,6,"(62, '%let password = password_exposed;\n')"
19,7,0
19,8,4
20,1,"{'create_dt': '2023-06-18T13:56:27.145646', 'modified_dt': '2023-06-18T13:56:27.145646'}"
20,2,26
20,3,0
20,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
20,7,0
20,8,2
21,1,"{'create_dt': '2023-06-18T13:56:27.165915', 'modified_dt': '2023-06-18T13:56:27.165915'}"
21,2,85
21,3,5
21,4,"(2, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
21,4,"(8, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
21,4,"(11, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
21,4,"(16, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
21,4,"(32, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
21,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
21,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
21,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
21,6,"(24, '%let password = password_exposed;\n')"
21,6,"(45, '%let password = password_exposed;\n')"
21,7,0
21,8,7
22,1,"{'create_dt': '2023-06-18T13:56:27.153681', 'modified_dt': '2023-06-18T13:56:27.153681'}"
22,2,140
22,3,11
22,4,"(4, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
22,4,"(8, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
22,4,"(18, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
22,4,"(24, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
22,4,"(38, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
22,4,"(80, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
22,4,"(95, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
22,4,"(104, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
22,4,"(115, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
22,4,"(118, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
22,4,"(122, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
22,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
22,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
22,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
22,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
22,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
22,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
22,6,"(23, '%let password = password_exposed;\n')"
22,6,"(41, '%let password = password_exposed;\n')"
22,6,"(98, '%let password = password_exposed;\n')"
22,7,0
22,8,19
23,1,"{'create_dt': '2023-06-18T13:56:27.151039', 'modified_dt': '2023-06-18T13:56:27.151039'}"
23,2,119
23,3,13
23,4,"(4, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
23,4,"(11, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
23,4,"(14, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
23,4,"(33, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
23,4,"(43, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
23,4,"(53, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
23,4,"(67, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
23,4,"(84, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
23,4,"(88, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
23,4,"(91, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
23,4,"(95, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
23,4,"(107, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
23,4,"(116, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
23,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
23,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
23,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
23,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
23,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
23,6,"(17, '%let password = password_exposed;\n')"
23,6,"(23, '%let password = password_exposed;\n')"
23,6,"(56, '%let password = password_exposed;\n')"
23,6,"(61, '%let password = password_exposed;\n')"
23,7,0
23,8,9
24,1,"{'create_dt': '2023-06-18T13:56:27.151331', 'modified_dt': '2023-06-18T13:56:27.151331'}"
24,2,18
24,3,1
24,4,"(9, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
24,7,0
24,8,0
25,1,"{'create_dt': '2023-06-18T13:56:27.154288', 'modified_dt': '2023-06-18T13:56:27.154288'}"
25,2,27
25,3,1
25,4,"(5, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
25,6,"(21, '%let password = password_exposed;\n')"
25,7,0
25,8,4
26,1,"{'create_dt': '2023-06-18T13:56:27.165495', 'modified_dt': '2023-06-18T13:56:27.165495'}"
26,2,148
26,3,11
26,4,"(1, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
26,4,"(15, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
26,4,"(68, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
26,4,"(74, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
26,4,"(82, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
26,4,"(86, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
26,4,"(93, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
26,4,"(116, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
26,4,"(120, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
26,4,"(138, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
26,4,"(142, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
26,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
26,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
26,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
26,6,"(54, '%let password = password_exposed;\n')"
26,6,"(55, '%let password = password_exposed;\n')"
26,6,"(81, '%let password = password_exposed;\n')"
26,6,"(89, '%let password = password_exposed;\n')"
26,6,"(137, '%let password = password_exposed;\n')"
26,7,0
26,8,11
27,1,"{'create_dt': '2023-06-18T13:56:27.161449', 'modified_dt': '2023-06-18T13:56:27.161449'}"
27,2,85
27,3,3
27,4,"(23, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
27,4,"(43, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
27,4,"(77, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
27,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
27,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
27,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
27,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
27,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
27,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
27,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
27,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
27,6,"(11, '%let password = password_exposed;\n')"
27,6,"(19, '%let password = password_exposed;\n')"
27,6,"(42, '%let password = password_exposed;\n')"
27,6,"(47, '%let password = password_exposed;\n')"
27,6,"(76, '%let password = password_exposed;\n')"
27,7,0
27,8,6
28,1,"{'create_dt': '2023-06-18T13:56:27.156059', 'modified_dt': '2023-06-18T13:56:27.156059'}"
28,2,112
28,3,10
28,4,"(6, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
28,4,"(15, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
28,4,"(27, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
28,4,"(37, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
28,4,"(51, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
28,4,"(60, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
28,4,"(68, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
28,4,"(98, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
28,4,"(107, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
28,4,"(110, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
28,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
28,6,"(36, '%let password = password_exposed;\n')"
28,6,"(64, '%let password = password_exposed;\n')"
28,7,0
28,8,8
29,1,"{'create_dt': '2023-06-18T13:56:27.147751', 'modified_dt': '2023-06-18T13:56:27.147751'}"
29,2,12
29,3,1
29,4,"(8, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
29,7,0
29,8,0
30,1,"{'create_dt': '2023-06-18T13:56:27.147485', 'modified_dt': '2023-06-18T13:56:27.147485'}"
30,2,95
30,3,8
30,4,"(3, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
30,4,"(13, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
30,4,"(18, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
30,4,"(27, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
30,4,"(31, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
30,4,"(68, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
30,4,"(79, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
30,4,"(89, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
30,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
30,6,"(1, '%let password = password_exposed;\n')"
30,6,"(71, '%let password = password_exposed;\n')"
30,7,0
30,8,7
31,1,"{'create_dt': '2023-06-18T13:56:27.155647', 'modified_dt': '2023-06-18T13:56:27.155647'}"
31,2,137
31,3,15
31,4,"(11, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
31,4,"(15, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
31,4,"(28, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
31,4,"(43, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
31,4,"(46, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
31,4,"(62, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
31,4,"(87, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
31,4,"(90, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
31,4,"(93, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
31,4,"(96, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
31,4,"(99, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
31,4,"(103, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
31,4,"(113, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
31,4,"(119, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
31,4,"(125, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
31,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
31,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
31,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
31,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
31,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
31,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
31,6,"(59, '%let password = password_exposed;\n')"
31,6,"(107, '%let password = password_exposed;\n')"
31,7,0
31,8,10
32,1,"{'create_dt': '2023-06-18T13:56:27.161824', 'modified_dt': '2023-06-18T13:56:27.161824'}"
32,2,43
32,3,4
32,4,"(1, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
32,4,"(14, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
32,4,"(25, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
32,4,"(38, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
32,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
32,6,"(30, '%let password = password_exposed;\n')"
32,7,0
32,8,3
33,1,"{'create_dt': '2023-06-18T13:56:27.146466', 'modified_dt': '2023-06-18T13:56:27.146466'}"
33,2,110
33,3,6
33,4,"(2, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
33,4,"(21, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
33,4,"(34, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
33,4,"(61, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
33,4,"(81, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
33,4,"(85, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
33,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
33,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
33,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
33,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
33,6,"(6, '%let password = password_exposed;\n')"
33,6,"(20, '%let password = password_exposed;\n')"
33,6,"(33, '%let password = password_exposed;\n')"
33,6,"(72, '%let password = password_exposed;\n')"
33,6,"(74, '%let password = password_exposed;\n')"
33,7,0
33,8,12
34,1,"{'create_dt': '2023-06-18T13:56:27.154645', 'modified_dt': '2023-06-18T13:56:27.154645'}"
34,2,13
34,3,1
34,4,"(1, 'create table t_table3 as select col1, col2, col3, col4 from t_schema.table2 join t_schema.table8 on table2.idx = table8.idx group by 1, 2, 3, 4;')"
34,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
34,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
34,5,"LIBNAME DW_TEST SQLSERVER SERVER=PROD1 SCHEMA=s_schema user = &userid password = ""&password"";
"
34,7,0
34,8,1
35,1,"{'create_dt': '2023-06-18T13:56:27.141056', 'modified_dt': '2023-06-18T13:56:27.141056'}"
35,2,126
35,3,7
35,4,"(10, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
35,4,"(16, 'select col1, col2, col3 from t_schema.table1 where co1 = ""some_string"";')"
